-1.68E-03,-1.31E-03,-9.35E-04,-5.63E-04,-1.90E-04,1.82E-04,5.54E-04,9.27E-04,1.30E-03,1.67E-03
-1.65E-03,-1.28E-03,-9.17E-04,-5.52E-04,-1.87E-04,1.79E-04,5.44E-04,9.09E-04,1.27E-03,1.64E-03
-1.61E-03,-1.26E-03,-8.98E-04,-5.41E-04,-1.83E-04,1.75E-04,5.33E-04,8.91E-04,1.25E-03,1.61E-03
-1.58E-03,-1.23E-03,-8.80E-04,-5.30E-04,-1.79E-04,1.71E-04,5.22E-04,8.73E-04,1.22E-03,1.57E-03
-1.55E-03,-1.21E-03,-8.62E-04,-5.19E-04,-1.75E-04,1.68E-04,5.11E-04,8.55E-04,1.20E-03,1.54E-03
-1.52E-03,-1.18E-03,-8.44E-04,-5.08E-04,-1.72E-04,1.64E-04,5.00E-04,8.36E-04,1.17E-03,1.51E-03
-1.48E-03,-1.15E-03,-8.25E-04,-4.96E-04,-1.68E-04,1.61E-04,4.90E-04,8.18E-04,1.15E-03,1.48E-03
-1.45E-03,-1.13E-03,-8.07E-04,-4.85E-04,-1.64E-04,1.57E-04,4.79E-04,8.00E-04,1.12E-03,1.44E-03
-1.42E-03,-1.10E-03,-7.89E-04,-4.74E-04,-1.60E-04,1.54E-04,4.68E-04,7.82E-04,1.10E-03,1.41E-03
-1.38E-03,-1.08E-03,-7.70E-04,-4.63E-04,-1.56E-04,1.50E-04,4.57E-04,7.64E-04,1.07E-03,1.38E-03
-1.35E-03,-1.05E-03,-7.52E-04,-4.52E-04,-1.53E-04,1.47E-04,4.46E-04,7.46E-04,1.05E-03,1.35E-03
-1.32E-03,-1.03E-03,-7.34E-04,-4.41E-04,-1.49E-04,1.43E-04,4.36E-04,7.28E-04,1.02E-03,1.31E-03
-1.29E-03,-1.00E-03,-7.15E-04,-4.30E-04,-1.45E-04,1.40E-04,4.25E-04,7.10E-04,9.95E-04,1.28E-03
-1.25E-03,-9.75E-04,-6.97E-04,-4.19E-04,-1.41E-04,1.36E-04,4.14E-04,6.92E-04,9.70E-04,1.25E-03
-1.22E-03,-9.49E-04,-6.79E-04,-4.08E-04,-1.38E-04,1.33E-04,4.03E-04,6.74E-04,9.44E-04,1.21E-03
-1.19E-03,-9.23E-04,-6.60E-04,-3.97E-04,-1.34E-04,1.29E-04,3.92E-04,6.56E-04,9.19E-04,1.18E-03
-1.15E-03,-8.98E-04,-6.42E-04,-3.86E-04,-1.30E-04,1.26E-04,3.82E-04,6.38E-04,8.93E-04,1.15E-03
-1.12E-03,-8.72E-04,-6.24E-04,-3.75E-04,-1.26E-04,1.22E-04,3.71E-04,6.19E-04,8.68E-04,1.12E-03
-1.09E-03,-8.47E-04,-6.05E-04,-3.64E-04,-1.23E-04,1.19E-04,3.60E-04,6.01E-04,8.43E-04,1.08E-03
-1.06E-03,-8.21E-04,-5.87E-04,-3.53E-04,-1.19E-04,1.15E-04,3.49E-04,5.83E-04,8.17E-04,1.05E-03
-1.02E-03,-7.95E-04,-5.69E-04,-3.42E-04,-1.15E-04,1.12E-04,3.38E-04,5.65E-04,7.92E-04,1.02E-03
-9.89E-04,-7.70E-04,-5.50E-04,-3.31E-04,-1.11E-04,1.08E-04,3.28E-04,5.47E-04,7.67E-04,9.86E-04
-9.56E-04,-7.44E-04,-5.32E-04,-3.20E-04,-1.08E-04,1.05E-04,3.17E-04,5.29E-04,7.41E-04,9.53E-04
-9.24E-04,-7.19E-04,-5.14E-04,-3.09E-04,-1.04E-04,1.01E-04,3.06E-04,5.11E-04,7.16E-04,9.21E-04
-8.91E-04,-6.93E-04,-4.95E-04,-2.98E-04,-1.00E-04,9.76E-05,2.95E-04,4.93E-04,6.91E-04,8.88E-04
-8.58E-04,-6.67E-04,-4.77E-04,-2.87E-04,-9.63E-05,9.40E-05,2.84E-04,4.75E-04,6.65E-04,8.56E-04
-8.25E-04,-6.42E-04,-4.59E-04,-2.76E-04,-9.26E-05,9.05E-05,2.74E-04,4.57E-04,6.40E-04,8.23E-04
-7.92E-04,-6.16E-04,-4.40E-04,-2.65E-04,-8.88E-05,8.70E-05,2.63E-04,4.39E-04,6.14E-04,7.90E-04
-7.59E-04,-5.91E-04,-4.22E-04,-2.54E-04,-8.50E-05,8.35E-05,2.52E-04,4.21E-04,5.89E-04,7.58E-04
-7.26E-04,-5.65E-04,-4.04E-04,-2.43E-04,-8.13E-05,8.00E-05,2.41E-04,4.02E-04,5.64E-04,7.25E-04
-6.93E-04,-5.39E-04,-3.85E-04,-2.32E-04,-7.75E-05,7.64E-05,2.30E-04,3.84E-04,5.38E-04,6.92E-04
-6.61E-04,-5.14E-04,-3.67E-04,-2.20E-04,-7.38E-05,7.29E-05,2.20E-04,3.66E-04,5.13E-04,6.60E-04
-6.28E-04,-4.88E-04,-3.49E-04,-2.09E-04,-7.00E-05,6.94E-05,2.09E-04,3.48E-04,4.88E-04,6.27E-04
-5.95E-04,-4.63E-04,-3.31E-04,-1.98E-04,-6.62E-05,6.59E-05,1.98E-04,3.30E-04,4.62E-04,5.94E-04
-5.62E-04,-4.37E-04,-3.12E-04,-1.87E-04,-6.25E-05,6.24E-05,1.87E-04,3.12E-04,4.37E-04,5.62E-04
-5.29E-04,-4.11E-04,-2.94E-04,-1.76E-04,-5.87E-05,5.88E-05,1.76E-04,2.94E-04,4.12E-04,5.29E-04
-4.96E-04,-3.86E-04,-2.76E-04,-1.65E-04,-5.50E-05,5.53E-05,1.66E-04,2.76E-04,3.86E-04,4.96E-04
-4.63E-04,-3.60E-04,-2.57E-04,-1.54E-04,-5.12E-05,5.18E-05,1.55E-04,2.58E-04,3.61E-04,4.64E-04
-4.30E-04,-3.35E-04,-2.39E-04,-1.43E-04,-4.74E-05,4.83E-05,1.44E-04,2.40E-04,3.35E-04,4.31E-04
-3.97E-04,-3.09E-04,-2.21E-04,-1.32E-04,-4.37E-05,4.48E-05,1.33E-04,2.22E-04,3.10E-04,3.99E-04
-3.65E-04,-2.83E-04,-2.02E-04,-1.21E-04,-3.99E-05,4.12E-05,1.22E-04,2.04E-04,2.85E-04,3.66E-04
-3.32E-04,-2.58E-04,-1.84E-04,-1.10E-04,-3.62E-05,3.77E-05,1.12E-04,1.85E-04,2.59E-04,3.33E-04
-2.99E-04,-2.32E-04,-1.66E-04,-9.90E-05,-3.24E-05,3.42E-05,1.01E-04,1.67E-04,2.34E-04,3.01E-04
-2.66E-04,-2.07E-04,-1.47E-04,-8.80E-05,-2.86E-05,3.07E-05,9.00E-05,1.49E-04,2.09E-04,2.68E-04
-2.33E-04,-1.81E-04,-1.29E-04,-7.69E-05,-2.49E-05,2.72E-05,7.92E-05,1.31E-04,1.83E-04,2.35E-04
-2.00E-04,-1.55E-04,-1.11E-04,-6.59E-05,-2.11E-05,2.36E-05,6.84E-05,1.13E-04,1.58E-04,2.03E-04
-1.67E-04,-1.30E-04,-9.23E-05,-5.48E-05,-1.74E-05,2.01E-05,5.76E-05,9.51E-05,1.33E-04,1.70E-04
-1.34E-04,-1.04E-04,-7.40E-05,-4.38E-05,-1.36E-05,1.66E-05,4.68E-05,7.70E-05,1.07E-04,1.37E-04
-1.02E-04,-7.86E-05,-5.57E-05,-3.28E-05,-9.84E-06,1.31E-05,3.60E-05,5.89E-05,8.18E-05,1.05E-04
-6.86E-05,-5.30E-05,-3.74E-05,-2.17E-05,-6.08E-06,9.56E-06,2.52E-05,4.08E-05,5.65E-05,7.21E-05
-3.58E-05,-2.74E-05,-1.90E-05,-1.07E-05,-2.32E-06,6.04E-06,1.44E-05,2.28E-05,3.11E-05,3.95E-05
-2.88E-06,-1.80E-06,-7.20E-07,3.60E-07,1.44E-06,2.52E-06,3.60E-06,4.68E-06,5.76E-06,6.84E-06
3.00E-05,2.38E-05,1.76E-05,1.14E-05,5.20E-06,-1.00E-06,-7.20E-06,-1.34E-05,-1.96E-05,-2.58E-05
6.29E-05,4.94E-05,3.59E-05,2.24E-05,8.96E-06,-4.52E-06,-1.80E-05,-3.15E-05,-4.50E-05,-5.84E-05
9.58E-05,7.50E-05,5.42E-05,3.35E-05,1.27E-05,-8.04E-06,-2.88E-05,-4.96E-05,-7.03E-05,-9.11E-05
1.29E-04,1.01E-04,7.26E-05,4.45E-05,1.65E-05,-1.16E-05,-3.96E-05,-6.76E-05,-9.57E-05,-1.24E-04
1.62E-04,1.26E-04,9.09E-05,5.56E-05,2.02E-05,-1.51E-05,-5.04E-05,-8.57E-05,-1.21E-04,-1.56E-04
1.94E-04,1.52E-04,1.09E-04,6.66E-05,2.40E-05,-1.86E-05,-6.12E-05,-1.04E-04,-1.46E-04,-1.89E-04
2.27E-04,1.77E-04,1.28E-04,7.76E-05,2.78E-05,-2.21E-05,-7.20E-05,-1.22E-04,-1.72E-04,-2.22E-04
2.60E-04,2.03E-04,1.46E-04,8.87E-05,3.15E-05,-2.56E-05,-8.28E-05,-1.40E-04,-1.97E-04,-2.54E-04
2.93E-04,2.29E-04,1.64E-04,9.97E-05,3.53E-05,-2.92E-05,-9.36E-05,-1.58E-04,-2.23E-04,-2.87E-04
3.26E-04,2.54E-04,1.82E-04,1.11E-04,3.90E-05,-3.27E-05,-1.04E-04,-1.76E-04,-2.48E-04,-3.20E-04
3.59E-04,2.80E-04,2.01E-04,1.22E-04,4.28E-05,-3.62E-05,-1.15E-04,-1.94E-04,-2.73E-04,-3.52E-04
3.92E-04,3.05E-04,2.19E-04,1.33E-04,4.66E-05,-3.97E-05,-1.26E-04,-2.12E-04,-2.99E-04,-3.85E-04
4.25E-04,3.31E-04,2.37E-04,1.44E-04,5.03E-05,-4.32E-05,-1.37E-04,-2.30E-04,-3.24E-04,-4.18E-04
4.57E-04,3.57E-04,2.56E-04,1.55E-04,5.41E-05,-4.68E-05,-1.48E-04,-2.48E-04,-3.49E-04,-4.50E-04
4.90E-04,3.82E-04,2.74E-04,1.66E-04,5.78E-05,-5.03E-05,-1.58E-04,-2.67E-04,-3.75E-04,-4.83E-04
5.23E-04,4.08E-04,2.92E-04,1.77E-04,6.16E-05,-5.38E-05,-1.69E-04,-2.85E-04,-4.00E-04,-5.15E-04
5.56E-04,4.33E-04,3.11E-04,1.88E-04,6.54E-05,-5.73E-05,-1.80E-04,-3.03E-04,-4.25E-04,-5.48E-04
5.89E-04,4.59E-04,3.29E-04,1.99E-04,6.91E-05,-6.08E-05,-1.91E-04,-3.21E-04,-4.51E-04,-5.81E-04
6.22E-04,4.85E-04,3.47E-04,2.10E-04,7.29E-05,-6.44E-05,-2.02E-04,-3.39E-04,-4.76E-04,-6.13E-04
6.55E-04,5.10E-04,3.66E-04,2.21E-04,7.66E-05,-6.79E-05,-2.12E-04,-3.57E-04,-5.01E-04,-6.46E-04
6.88E-04,5.36E-04,3.84E-04,2.32E-04,8.04E-05,-7.14E-05,-2.23E-04,-3.75E-04,-5.27E-04,-6.79E-04
7.21E-04,5.61E-04,4.02E-04,2.43E-04,8.42E-05,-7.49E-05,-2.34E-04,-3.93E-04,-5.52E-04,-7.11E-04
7.53E-04,5.87E-04,4.21E-04,2.54E-04,8.79E-05,-7.84E-05,-2.45E-04,-4.11E-04,-5.78E-04,-7.44E-04
7.86E-04,6.13E-04,4.39E-04,2.65E-04,9.17E-05,-8.20E-05,-2.56E-04,-4.29E-04,-6.03E-04,-7.77E-04
8.19E-04,6.38E-04,4.57E-04,2.76E-04,9.54E-05,-8.55E-05,-2.66E-04,-4.47E-04,-6.28E-04,-8.09E-04
8.52E-04,6.64E-04,4.76E-04,2.87E-04,9.92E-05,-8.90E-05,-2.77E-04,-4.65E-04,-6.54E-04,-8.42E-04
8.85E-04,6.89E-04,4.94E-04,2.98E-04,1.03E-04,-9.25E-05,-2.88E-04,-4.84E-04,-6.79E-04,-8.75E-04
9.18E-04,7.15E-04,5.12E-04,3.10E-04,1.07E-04,-9.60E-05,-2.99E-04,-5.02E-04,-7.04E-04,-9.07E-04
9.51E-04,7.41E-04,5.31E-04,3.21E-04,1.10E-04,-9.96E-05,-3.10E-04,-5.20E-04,-7.30E-04,-9.40E-04
9.84E-04,7.66E-04,5.49E-04,3.32E-04,1.14E-04,-1.03E-04,-3.20E-04,-5.38E-04,-7.55E-04,-9.72E-04
1.02E-03,7.92E-04,5.67E-04,3.43E-04,1.18E-04,-1.07E-04,-3.31E-04,-5.56E-04,-7.80E-04,-1.01E-03
1.05E-03,8.17E-04,5.86E-04,3.54E-04,1.22E-04,-1.10E-04,-3.42E-04,-5.74E-04,-8.06E-04,-1.04E-03
1.08E-03,8.43E-04,6.04E-04,3.65E-04,1.26E-04,-1.14E-04,-3.53E-04,-5.92E-04,-8.31E-04,-1.07E-03
